Alpha,Cl,Cd,CDp,Cm,XStrip(1),XStrip(2),XOCtr(1),XOCtr(2),YOCtr(1),YOCtr(2)
-1.75,-0.1066880077123642,0.024096176028251648,-0.5769006013870239,0.0008753673755563796,1.0,1.0,1.0,0.9578701853752136,0.0012600000482052565,-0.007021554745733738
-1.5,-0.026277074590325356,0.023192288354039192,-0.4917515814304352,-0.010505563579499722,1.0,1.0,1.0,0.9855442643165588,0.0012600000482052565,-0.0032699124421924353
-1.25,0.026630423963069916,0.022215308621525764,-0.4390120804309845,-0.017526928335428238,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
-1.0,0.02936847135424614,0.021699804812669754,-0.42762497067451477,-0.015521272085607052,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
-0.75,0.02815893106162548,0.021302830427885056,-0.4188027083873749,-0.01274094358086586,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
-0.5,0.022905997931957245,0.021020937711000443,-0.41319623589515686,-0.009207749739289284,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
-0.25,0.013022436760365963,0.020856410264968872,-0.4105496406555176,-0.00486574275419116,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
0.0,3.443827836235869e-07,0.020802976563572884,-0.4095057547092438,-4.783425922028073e-08,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
0.25,-0.013021310791373253,0.0208554919809103,-0.4105513393878937,0.004865699913352728,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
0.5,-0.022900989279150963,0.02101903408765793,-0.4132019579410553,0.009207472205162048,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
0.75,-0.02814781665802002,0.021300112828612328,-0.41881486773490906,0.012740249745547771,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
1.0,-0.029345115646719933,0.021695906296372414,-0.4276485741138458,0.015519414097070694,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
1.25,-0.026587165892124176,0.02220987156033516,-0.43905550241470337,0.01752280816435814,1.0,1.0,1.0,1.0,0.0012600000482052565,-0.0012600000482052565
1.5,0.02620667777955532,0.023185014724731445,-0.4917018413543701,0.010521580465137959,1.0,1.0,0.9855690598487854,1.0,0.003266500309109688,-0.0012600000482052565
1.75,0.10662967711687088,0.02408958598971367,-0.5768563151359558,-0.0008621918968856335,1.0,1.0,0.9579105377197266,1.0,0.007016180083155632,-0.0012600000482052565
2.0,0.18982791900634766,0.024634959176182747,-0.6792440414428711,-0.011892116628587246,1.0,1.0,0.9291682839393616,1.0,0.010783230885863304,-0.0012600000482052565
2.25,0.2736928164958954,0.02473476156592369,-0.8021458387374878,-0.02213447354733944,1.0,1.0,0.897629976272583,1.0,0.014771717600524426,-0.0012600000482052565
2.5,0.3522234559059143,0.024339227005839348,-0.9368683099746704,-0.03013230487704277,1.0,1.0,0.8645180463790894,1.0,0.018805190920829773,-0.0012600000482052565
2.75,0.4088730216026306,0.023822404444217682,-1.0610015392303467,-0.03339090570807457,1.0,1.0,0.8297314643859863,1.0,0.022878963500261307,-0.0012600000482052565
3.0,0.4479936957359314,0.02339971251785755,-1.1615562438964844,-0.03320130333304405,1.0,1.0,0.7940614223480225,1.0,0.026886850595474243,-0.0012600000482052565
3.25,0.4780352711677551,0.02306319959461689,-1.2623778581619263,-0.031226953491568565,1.0,1.0,0.7583106160163879,1.0,0.030733536928892136,-0.0012600000482052565
3.5,0.5037294626235962,0.022780921310186386,-1.3578516244888306,-0.028360828757286072,1.0,1.0,0.7223512530326843,1.0,0.03443022072315216,-0.0012600000482052565
3.75,0.5229852199554443,0.02283603511750698,-1.4404711723327637,-0.02510126866400242,1.0,1.0,0.6829859614372253,1.0,0.03827408328652382,-0.0012600000482052565
4.0,0.5426304936408997,0.022930089384317398,-1.5250821113586426,-0.02187489904463291,1.0,1.0,0.6432405114173889,1.0,0.0419301763176918,-0.0012600000482052565
4.25,0.5627414584159851,0.023050405085086823,-1.6244443655014038,-0.018676714971661568,1.0,1.0,0.6029520034790039,1.0,0.04539017379283905,-0.0012600000482052565
4.5,0.5825292468070984,0.02326805889606476,-1.725063443183899,-0.015583149157464504,1.0,1.0,0.561211109161377,1.0,0.04869099333882332,-0.0012600000482052565
4.75,0.6003764271736145,0.023698152974247932,-1.8193049430847168,-0.012674741446971893,1.0,1.0,0.5166284441947937,1.0,0.05186102166771889,-0.0012600000482052565
5.0,0.6183878183364868,0.024243053048849106,-1.9134727716445923,-0.00991000235080719,1.0,1.0,0.47181111574172974,1.0,0.05462999641895294,-0.0012600000482052565
5.25,0.6363344192504883,0.024905256927013397,-2.00653338432312,-0.0072679296135902405,1.0,1.0,0.4273776412010193,1.0,0.056899409741163254,-0.0012600000482052565
5.5,0.654478907585144,0.025712210685014725,-2.0982329845428467,-0.004807350691407919,1.0,1.0,0.3851030468940735,1.0,0.05855012312531471,-0.0012600000482052565
5.75,0.673423171043396,0.02663331851363182,-2.1926310062408447,-0.002586124464869499,1.0,1.0,0.346366286277771,1.0,0.05955841764807701,-0.0012600000482052565
6.0,0.6904948949813843,0.027786489576101303,-2.2880446910858154,-0.0004337442514952272,1.0,1.0,0.31033116579055786,1.0,0.059992704540491104,-0.0012600000482052565
6.25,0.7101941108703613,0.028999371454119682,-2.394274950027466,0.0013586292043328285,1.0,1.0,0.2808670699596405,1.0,0.059933438897132874,-0.0012600000482052565
6.5,0.7294753789901733,0.03042416274547577,-2.494373321533203,0.0030192299745976925,1.0,1.0,0.25530293583869934,1.0,0.0595388300716877,-0.0012600000482052565
6.75,0.7494078278541565,0.03207889571785927,-2.588688850402832,0.004521049093455076,1.0,1.0,0.234911248087883,1.0,0.05896516516804695,-0.0012600000482052565
,,,,,,,,,,
7.25,0.7855041027069092,0.035483624786138535,-2.757263660430908,0.0077749318443238735,1.0,1.0,0.20147669315338135,1.0,0.05745987966656685,-0.0012600000482052565
7.5,0.8026245832443237,0.037942640483379364,-2.8227174282073975,0.009293957613408566,1.0,1.0,0.19120772182941437,1.0,0.05683886632323265,-0.0012600000482052565
7.75,0.8221151828765869,0.039715491235256195,-2.917468786239624,0.010548098012804985,1.0,1.0,0.1792869120836258,1.0,0.05601385608315468,-0.0012600000482052565
8.0,0.8318967223167419,0.042389195412397385,-2.952422618865967,0.01259701605886221,1.0,1.0,0.17024725675582886,1.0,0.055308304727077484,-0.0012600000482052565
8.25,0.8475024700164795,0.04490603134036064,-3.0125057697296143,0.014032113365828991,1.0,1.0,0.16355028748512268,1.0,0.054738134145736694,-0.0012600000482052565
8.5,0.862434983253479,0.04825086519122124,-3.083287000656128,0.015180425718426704,1.0,1.0,0.15896712243556976,1.0,0.054323483258485794,-0.0012600000482052565
8.75,0.8611199855804443,0.052296750247478485,-3.0701680183410645,0.01742931641638279,1.0,1.0,0.15708161890506744,1.0,0.05414694547653198,-0.0012600000482052565
9.0,0.8546445965766907,0.05672317370772362,-3.040752410888672,0.019379157572984695,1.0,1.0,0.15528982877731323,1.0,0.053975898772478104,-0.0012600000482052565
9.25,0.8425561785697937,0.06149657070636749,-2.993379592895508,0.0209283996373415,1.0,1.0,0.15396100282669067,1.0,0.05384695529937744,-0.0012600000482052565
9.5,0.8227494359016418,0.06685400754213333,-2.9162447452545166,0.021882424131035805,1.0,1.0,0.15400519967079163,1.0,0.05385127291083336,-0.0012600000482052565
9.75,0.7972589135169983,0.07279433310031891,-2.8154661655426025,0.021923106163740158,1.0,1.0,0.15543557703495026,1.0,0.05398993194103241,-0.0012600000482052565
