,0,1,2,3,4
0,3.46944695e-17,0.25,0.9207185265235627,249.878723,0.0
1,4.2934406e-17,0.275000006,0.9197397759684185,249.872162,0.0
2,-0.0250000004,0.275000006,0.9194371458179127,250.0,0.0
3,-0.0250000004,0.25,0.9204295425610659,250.0,0.0
4,3.30627466e-17,0.224999994,0.9213805358993339,249.892441,4.29241663e-06
5,-0.0250000004,0.224999994,0.9215758391315075,250.0,0.0
6,1.22460632e-17,0.200000003,0.9231760424377005,0.0,1.0
7,-0.0250000004,0.200000003,0.9220355292376018,0.0,0.0
8,0.0250000004,0.0250000004,1.8669022945965952,249.942886,1.0
9,1.5307579e-18,0.0250000004,2.3798766345916604,250.0,1.0
10,0.0,0.0,2.5552717098445594,0.0,1.0
11,0.0250000004,-3.0615158e-18,1.8217385245497162,0.0,1.0
12,0.0500000007,0.0250000004,1.6766655909203059,249.875107,1.0
13,0.0500000007,-6.1230316e-18,1.5064547841105353,0.0,1.0
14,0.075000003,0.0250000004,1.556025324451024,249.793182,1.0
15,0.075000003,-9.18454782e-18,1.3556211497656057,0.0,1.0
16,0.100000001,0.0250000004,1.467471630890698,249.701874,1.0
17,0.100000001,-1.22460632e-17,1.2682576165803108,0.0,1.0
18,0.125,0.0250000004,1.3984303281519863,249.606018,1.0
19,0.125,-1.53075794e-17,1.1904219096965212,0.0,1.0
20,0.150000006,0.0250000004,1.3452228275351592,249.507721,1.0
21,0.150000006,-1.83690956e-17,1.1267314384406613,0.0,1.0
22,0.174999997,0.0250000004,1.304192114483099,249.408646,1.0
23,0.174999997,-2.14306119e-17,1.0866022107081175,0.0,1.0
24,0.200000003,0.0250000004,1.2713700468788551,249.310135,1.0
25,0.200000003,-2.44921264e-17,1.0598929780409574,0.0,1.0
26,0.224999994,0.0250000004,1.2442792400690845,249.213272,1.0
27,0.224999994,-2.75536426e-17,1.0410508462867012,0.0,1.0
28,0.25,0.0250000004,1.221121391561806,249.118973,1.0
29,0.25,-3.06151588e-17,1.0290656600049346,0.0,1.0
30,0.275000006,0.0250000004,1.2008169849494201,249.028107,1.0
31,0.275000006,-3.36766734e-17,1.0208539156180607,0.0,1.0
32,0.300000012,0.0250000004,1.1828283839131508,248.941467,1.0
33,0.300000012,-3.67381913e-17,1.016518786084382,0.0,1.0
34,0.324999988,0.0250000004,1.166756802368616,248.859879,1.0
35,0.324999988,-3.97997058e-17,1.0154077276091784,0.0,1.0
36,0.349999994,0.0250000004,1.1526589094497903,248.784027,1.0
37,0.349999994,-4.28612237e-17,1.0137588650382432,0.0,1.0
38,0.375,0.0250000004,1.140888773747841,248.71463,1.0
39,0.375,-4.59227383e-17,1.0204435035775967,0.0,1.0
40,0.400000006,0.0250000004,1.1327392548729336,248.652847,1.0
41,0.400000006,-4.89842528e-17,1.0251912163829262,0.0,1.0
42,0.425000012,0.0250000004,1.132100222057735,248.60022,1.0
43,0.425000012,-5.20457707e-17,1.0440544781643228,0.0,1.0
44,0.449999988,0.0250000004,1.1455284678016284,248.555893,1.0
45,0.449999988,-5.51072853e-17,1.1015867850974588,0.0,1.0
46,0.474999994,0.0250000004,1.1658199950653836,248.518311,1.0
47,0.474999994,-5.81688031e-17,1.178406345916605,0.0,1.0
48,0.0250000004,0.0500000007,1.5814558697261287,250.051239,1.0
49,3.0615158e-18,0.0500000007,1.6077649247471009,250.0,1.0
50,0.0250000004,0.075000003,1.4249895188749073,250.023941,1.0
51,4.59227391e-18,0.075000003,1.4572842635085124,250.0,1.0
52,0.0250000004,0.100000001,1.3016708314828522,250.011734,1.0
53,6.1230316e-18,0.100000001,1.3197673032321735,250.0,1.0
54,0.0250000004,0.125,1.1908755094991363,250.005661,1.0
55,7.65378971e-18,0.125,1.2006644756970144,250.0,1.0
56,0.0250000004,0.150000006,1.0840413718233408,250.004242,1.0
57,9.18454782e-18,0.150000006,1.0903379422649888,250.0,1.0
58,0.0250000004,0.174999997,0.977837635331853,250.002899,1.0
59,1.07153059e-17,0.174999997,0.9801796506291636,250.0,1.0
60,0.0250000004,0.200000003,0.9236711236121391,249.869598,0.500039577
61,0.0500000007,0.0500000007,1.4440010461386625,250.098969,1.0
62,0.0250000004,0.224999994,0.9219886503824327,249.700027,3.96807882e-05
63,0.0500000007,0.174999997,0.9663290313348136,250.005127,1.0
64,0.0500000007,0.200000003,0.9201057863311127,249.765564,0.500136793
65,0.0500000007,0.150000006,1.0681088082901555,250.009933,1.0
66,0.0500000007,0.125,1.16738449543548,250.015167,1.0
67,0.0500000007,0.075000003,1.3389518578830495,250.054047,1.0
68,0.0500000007,0.100000001,1.2562712065136934,250.029205,1.0
69,0.474999994,0.0500000007,1.1084025758697262,250.091248,1.0
70,0.449999988,0.0500000007,1.0714988107574637,250.138947,1.0
71,0.425000012,0.0500000007,1.038566878855169,250.164291,1.0
72,0.400000006,0.0500000007,1.0253882161361954,250.177841,1.0
73,0.349999994,0.0500000007,1.0215285763631878,250.197723,1.0
74,0.375,0.0500000007,1.021554631137429,250.188721,1.0
75,0.300000012,0.0500000007,1.0308255415741425,250.209839,1.0
76,0.324999988,0.0500000007,1.0248334566987416,250.204758,1.0
77,0.25,0.0500000007,1.0518618899580559,250.213394,1.0
78,0.275000006,0.0500000007,1.039711167036763,250.212814,1.0
79,0.224999994,0.0500000007,1.0677835874660746,250.211487,1.0
80,0.200000003,0.0500000007,1.0885223883543054,250.207123,1.0
81,0.150000006,0.0500000007,1.1472987614113004,250.191101,1.0
82,0.174999997,0.0500000007,1.1145783172958303,250.200348,1.0
83,0.100000001,0.0500000007,1.2499979175919074,250.160934,1.0
84,0.125,0.0500000007,1.1905812089810017,250.178574,1.0
85,0.0250000004,0.275000006,0.920489220824081,249.640442,0.0
86,0.0250000004,0.25,0.9214433752775721,249.653824,0.0
87,0.075000003,0.0500000007,1.3316439970392302,250.135696,1.0
88,0.0500000007,0.224999994,0.9230711818406119,249.414215,0.000136923045
89,0.0500000007,0.25,0.9225889770540341,249.285767,0.0
90,0.0500000007,0.275000006,0.9216502432765853,249.266541,0.0
91,0.075000003,0.075000003,1.2521678361707378,250.084747,1.0
92,0.100000001,0.075000003,1.1839299580557612,250.110077,1.0
93,0.125,0.075000003,1.1335696521095486,250.129517,1.0
94,0.150000006,0.075000003,1.0961772908956329,250.144196,1.0
95,0.174999997,0.075000003,1.067893461633358,250.155289,1.0
96,0.200000003,0.075000003,1.0462747495682212,250.163467,1.0
97,0.224999994,0.075000003,1.0299025413274119,250.168884,1.0
98,0.25,0.075000003,1.0181410412040464,250.171371,1.0
99,0.275000006,0.075000003,1.0102007007155194,250.170654,1.0
100,0.300000012,0.075000003,1.005142176165803,250.166656,1.0
101,0.324999988,0.075000003,1.0022103232173698,250.159714,1.0
102,0.349999994,0.075000003,1.0008694991364422,250.150482,1.0
